[20:28:42	]Hayden has connected.
[22:48:51	]McGee has lost a '20rnd DMR-magazine' #1654324.
[22:48:52	]Xov'Ariss'Kahull ran 'use' on item 'Disinfected Bandage Roll' (#1654372)
[22:48:52	]Xov'Ariss'Kahull has performed the 'Use Disinfected Bandage Roll' action, gaining 12 experience in medicine.
[22:48:52	]Xov'Ariss'Kahull was disinfected by Xov'Ariss'Kahull for 42 seconds.
[22:48:52	]Xov'Ariss'Kahull was bandaged by Xov'Ariss'Kahull for 15 HP.
[22:48:53	]Xov'Ariss'Kahull ran 'use' on item 'Disinfected Bandage Roll' (#1654372)
[22:48:53	]Xov'Ariss'Kahull was disinfected by Xov'Ariss'Kahull for 42 seconds.
[22:48:53	]Xov'Ariss'Kahull was bandaged by Xov'Ariss'Kahull for 15 HP.
[22:48:53	]C24:i3.GRID-2 ran 'combine' on item '8rnd 870-magazine' (#1654110)
[22:48:54	][IC] gaklalalkalalaung: Let me meditate rq.
[22:48:55	]C24:i3.GRID-2 ran 'combine' on item '8rnd 870-magazine' (#1654113)
[22:48:55	]S10/OWH.BLADE-65 used command '/ToggleRaise'.
[22:48:55	][IC] average rebel sigma: Gotcha.
[22:48:56	][IC] gaklalalkalalaung: :).
[22:48:57	]C24:i3.GRID-2 used command '/ToggleRaise'.
[22:48:58	]C17:RCT.YELLO-15 ran 'use' on item 'Disinfected Bandage Roll' (#1653891)
[22:48:58	]C17:RCT.YELLO-15 has performed the 'Use Disinfected Bandage Roll' action, gaining 22 experience in medicine.
[22:48:58	]C17:RCT.YELLO-15 was disinfected by C17:RCT.YELLO-15 for 94 seconds.
[22:48:58	]C17:RCT.YELLO-15 was bandaged by C17:RCT.YELLO-15 for 17 HP.
[22:48:59	]S10/OSL.GHOST-70 ran 'Equip' on item 'Overwatch Assault Shotgun' (#1654353)
[22:48:59	]C17:RCT.YELLO-15 ran 'use' on item 'Disinfected Bandage Roll' (#1653891)
[22:48:59	]C17:RCT.YELLO-15 has performed the 'Use Disinfected Bandage Roll' action, gaining 15 experience in medicine.
[22:48:59	]C17:RCT.YELLO-15 was disinfected by C17:RCT.YELLO-15 for 94 seconds.
[22:48:59	]C17:RCT.YELLO-15 was bandaged by C17:RCT.YELLO-15 for 17 HP.
[22:48:59	]S10/OSL.GHOST-70 has lost a '12rnd OAIS-magazine' #1654385.
[22:48:59	]Joe Biden has taken 7 damage from S10/OWH.BLADE-65.
[22:49:00	]Denis Volkov has hit C24:i3.GRID-2 in the left arm dealing 11 damage (CritChance was 0.30).
[22:49:00	]C24:i3.GRID-2 has taken 10 damage from Denis Volkov.
[22:49:00	]Joe Biden has taken 6 damage from S10/OWH.BLADE-65.
[22:49:00	]Joe Biden has taken 7 damage from S10/OWH.BLADE-65.
[22:49:00	]Denis Volkov has gained level 18 in the Guns skill.
[22:49:00	]Denis Volkov has hit C24:i3.GRID-2 in the left arm dealing 11 damage (CritChance was 0.30).
[22:49:00	]C24:i3.GRID-2 has taken 10 damage from Denis Volkov.
[22:49:00	]Joe Biden has taken 5 damage from S10/OWH.BLADE-65.
[22:49:01	]McGee ran 'use' on item 'Bandage Roll' (#1653960)
[22:49:01	]McGee was bandaged by McGee for 16 HP.
[22:49:01	]Joe Biden has taken 3 damage from S10/OWH.BLADE-65.
[22:49:01	]S10/OWH.BLADE-65 used command '/ToggleRaise'.
[22:49:02	]McGee ran 'use' on item 'Bandage Roll' (#1653960)
[22:49:02	]McGee was bandaged by McGee for 16 HP.
[22:49:03	]Denis Volkov has taken 63 damage from C24:i3.GRID-2.
[22:49:03	]McGee ran 'use' on item 'Bandage Roll' (#1653960)
[22:49:03	]McGee was bandaged by McGee for 16 HP.
[22:49:03	]S10/OSL.GHOST-70 used the 'John Doe' vendor.
[22:49:03	]Denis Volkov has gained a '20rnd DMR-magazine' #1654320.
[22:49:03	]Denis Volkov has lost a '20rnd DMR-magazine' #1654319.
[22:49:04	]C24:i3.GRID-2 is fully healed.
[22:49:05	][IC] Kraas'Etan: GET UP HOMIE.
[22:49:06	]S10/OWH.BLADE-65 ran 'Equip' on item 'Frag Grenade' (#1653436)
[22:49:06	]Xov'Ariss'Kahull used command '/AddVortalEnergy ^ 100'.
[22:49:06	]Denis Volkov ran 'use' on item 'Disinfected Bandage Roll' (#1654471)
[22:49:06	]Denis Volkov has performed the 'Use Disinfected Bandage Roll' action, gaining 22 experience in medicine.
[22:49:06	]Denis Volkov was disinfected by Denis Volkov for 110 seconds.
[22:49:06	]Denis Volkov was bandaged by Denis Volkov for 17 HP.
[22:49:07	]BIG FAT APF ran 'EquipUn' on item 'OSPR2A-EXP' (#1652357)
[22:49:07	]BIG FAT APF has gained a '24rnd Heavy-Pulse Magazine' #1652427.
[22:49:07	]S10/OWH.BLADE-65 used command '/ToggleRaise'.
[22:49:07	]Denis Volkov ran 'use' on item 'Disinfected Bandage Roll' (#1654470)
[22:49:07	]Denis Volkov has performed the 'Use Disinfected Bandage Roll' action, gaining 15 experience in medicine.
[22:49:07	]Denis Volkov was disinfected by Denis Volkov for 110 seconds.
[22:49:07	]Denis Volkov was bandaged by Denis Volkov for 17 HP.
[22:49:08	]BIG FAT APF ran 'drop' on item 'OSPR2A-EXP' (#1652357)
[22:49:08	]BIG FAT APF has lost a 'OSPR2A-EXP' #1652357.
[22:49:08	]C24:i3.GRID-2 used command '/ToggleRaise'.
[22:49:08	]Kraas'Etan ran 'use' on item 'Bandage Roll' (#1654362)
[22:49:08	]Kraas'Etan has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[22:49:08	]Kraas'Etan was bandaged by Kraas'Etan for 17 HP.
[22:49:08	]Denis Volkov ran 'split' on item 'Disinfected Bandage Roll' (#1654469)
[22:49:08	]Denis Volkov has gained a 'Disinfected Bandage Roll' #1654499.
[22:49:08	]BIG FAT APF ran 'drop' on item '24rnd Heavy-Pulse Magazine' (#1652429)
[22:49:08	]BIG FAT APF has lost a '24rnd Heavy-Pulse Magazine' #1652429.
[22:49:09	]Kraas'Etan ran 'use' on item 'Disinfected Bandage Roll' (#1654373)
[22:49:09	]Kraas'Etan has performed the 'Use Disinfected Bandage Roll' action, gaining 22 experience in medicine.
[22:49:09	]Kraas'Etan was disinfected by Kraas'Etan for 94 seconds.
[22:49:09	]Kraas'Etan was bandaged by Kraas'Etan for 17 HP.
[22:49:09	][IC] gaklalalkalalaung: 11 hp.
[22:49:09	]Denis Volkov ran 'use' on item 'Disinfected Bandage Roll' (#1654469)
[22:49:09	]Denis Volkov has performed the 'Use Disinfected Bandage Roll' action, gaining 15 experience in medicine.
[22:49:09	]Denis Volkov was disinfected by Denis Volkov for 110 seconds.
[22:49:09	]Denis Volkov was bandaged by Denis Volkov for 17 HP.
[22:49:09	]BIG FAT APF ran 'drop' on item '24rnd Heavy-Pulse Magazine' (#1652426)
[22:49:09	]BIG FAT APF has lost a '24rnd Heavy-Pulse Magazine' #1652426.
[22:49:10	]BIG FAT APF ran 'drop' on item '24rnd Heavy-Pulse Magazine' (#1652425)
[22:49:10	]BIG FAT APF has lost a '24rnd Heavy-Pulse Magazine' #1652425.
[22:49:10	]Denis Volkov ran 'use' on item 'Disinfected Bandage Roll' (#1654469)
[22:49:10	]Denis Volkov has performed the 'Use Disinfected Bandage Roll' action, gaining 13 experience in medicine.
[22:49:10	]Denis Volkov was disinfected by Denis Volkov for 110 seconds.
[22:49:10	]Denis Volkov was bandaged by Denis Volkov for 17 HP.
[22:49:11	][IC] C24:i3.GRID-2: <:: Backup! ::>
[22:49:11	]Felix ran 'drop' on item 'Frag Grenade' (#1652728)
[22:49:11	]Felix has lost a 'Frag Grenade' #1652728.
[22:49:11	]BIG FAT APF ran 'drop' on item '24rnd Heavy-Pulse Magazine' (#1652431)
[22:49:11	]BIG FAT APF has lost a '24rnd Heavy-Pulse Magazine' #1652431.
[22:49:11	]Denis Volkov ran 'use' on item 'Disinfected Bandage Roll' (#1654469)
[22:49:11	]Denis Volkov was disinfected by Denis Volkov for 110 seconds.
[22:49:11	]Denis Volkov was bandaged by Denis Volkov for 17 HP.
[22:49:12	]Kraas'Etan ran 'use' on item 'Disinfected Bandage Roll' (#1654373)
[22:49:12	]Kraas'Etan has performed the 'Use Disinfected Bandage Roll' action, gaining 22 experience in medicine.
[22:49:12	]Kraas'Etan was disinfected by Kraas'Etan for 94 seconds.
[22:49:12	]Kraas'Etan was bandaged by Kraas'Etan for 17 HP.
[22:49:12	]BIG FAT APF ran 'unload' on item '24rnd Heavy-Pulse Magazine' (#1652427)
[22:49:12	]BIG FAT APF has gained a 'Heavy Pulse Rounds' #1654500.
[22:49:12	]Denis Volkov has gained a '20rnd DMR-magazine' #1654319.
[22:49:12	]Denis Volkov has lost a '20rnd DMR-magazine' #1654318.
[22:49:13	][IC] S10/OSL.GHOST-70: <:: Buffer overflow. ::>
[22:49:13	]Kraas'Etan ran 'use' on item 'Bandage Roll' (#1654362)
[22:49:13	]Kraas'Etan has performed the 'Use Bandage Roll' action, gaining 15 experience in medicine.
[22:49:13	]Kraas'Etan was bandaged by Kraas'Etan for 17 HP.
[22:49:13	]C17:RCT.YELLO-15 ran 'Equip' on item 'Flash Grenade' (#1653984)
[22:49:13	]BIG FAT APF ran 'drop' on item '24rnd Heavy-Pulse Magazine' (#1652427)
[22:49:13	]BIG FAT APF has lost a '24rnd Heavy-Pulse Magazine' #1652427.
[22:49:13	]S10/OSL.GHOST-70 used the 'John Doe' vendor.
[22:49:13	]C24:i3.GRID-2 ran 'Equip' on item 'Incendiary Grenade' (#1654181)
[22:49:14	]BIG FAT APF ran 'drop' on item 'Heavy Pulse Rounds' (#1654500)
[22:49:14	]BIG FAT APF has lost a 'Heavy Pulse Rounds' #1654500.
[22:49:14	]Pavel Artyomov used command '/CharGetUp'.
[22:49:14	]C17:RCT.YELLO-83 ran 'use' on item 'Disinfected Bandage Roll' (#1653372)
[22:49:14	]C17:RCT.YELLO-83 has performed the 'Use Disinfected Bandage Roll' action, gaining 22 experience in medicine.
[22:49:14	]C17:RCT.YELLO-83 was disinfected by C17:RCT.YELLO-83 for 64 seconds.
[22:49:14	]C17:RCT.YELLO-83 was bandaged by C17:RCT.YELLO-83 for 15 HP.
[22:49:15	]S10/OWH.BLADE-65 used command '/ToggleRaise'.
[22:49:15	]Saul Goodman has gained level 7 in the Speed skill.
[22:49:15	]gaklalalkalalaung used command '/EnterMeditation'.
[22:49:15	]C17:RCT.YELLO-15 used command '/ToggleRaise'.
[22:49:15	]C24:i3.GRID-2 used command '/ToggleRaise'.
[22:49:16	]BIG FAT APF used the 'John Doe' vendor.
[22:49:18	]BIG FAT APF has gained 0 chips.
[22:49:18	]BIG FAT APF has gained a 'Overwatch Assault Shotgun' #1654501.
[22:49:18	]Felix ran 'Equip' on item 'Frag Grenade' (#1653100)
[22:49:19	]Denis Volkov ran 'drop' on item 'Incendiary Grenade' (#1654208)
[22:49:19	]Denis Volkov has lost a 'Incendiary Grenade' #1654208.
[22:49:20	]BIG FAT APF ran 'Equip' on item 'Overwatch Assault Shotgun' (#1654501)
[22:49:22	]S10/OWH.BLADE-65 ran 'drop' on item 'Incendiary Grenade' (#1654127)
[22:49:22	]S10/OWH.BLADE-65 has lost a 'Incendiary Grenade' #1654127.
[22:49:22	]BIG FAT APF used the 'John Doe' vendor.
[22:49:22	]Denis Volkov ran 'take' on item 'Incendiary Grenade' (#1654208)
[22:49:22	]Denis Volkov has gained a 'Incendiary Grenade' #1654208.
[22:49:23	]C24:i3.GRID-2 has gained a '8rnd 870-magazine' #1654114.
[22:49:23	]C24:i3.GRID-2 has lost a '8rnd 870-magazine' #1654113.
[22:49:24	]Joe Biden ran 'use' on item 'Disinfected Bandage Roll' (#1653907)
[22:49:24	]Joe Biden has performed the 'Use Disinfected Bandage Roll' action, gaining 22 experience in medicine.
[22:49:24	]Joe Biden was disinfected by Joe Biden for 64 seconds.
[22:49:24	]Joe Biden was bandaged by Joe Biden for 15 HP.
[22:49:24	]Denis Volkov ran 'Equip' on item 'Incendiary Grenade' (#1654208)
[22:49:24	]Joe Biden ran 'use' on item 'Disinfected Bandage Roll' (#1653907)
[22:49:24	]Joe Biden has performed the 'Use Disinfected Bandage Roll' action, gaining 12 experience in medicine.
[22:49:24	]Joe Biden was disinfected by Joe Biden for 64 seconds.
[22:49:24	]Joe Biden was bandaged by Joe Biden for 15 HP.
[22:49:26	]S10/OWH.BLADE-65 ran 'take' on item 'Incendiary Grenade' (#1654127)
[22:49:26	]S10/OWH.BLADE-65 has gained a 'Incendiary Grenade' #1654127.
[22:49:26	]C24:i3.GRID-2 ran 'combine' on item '8rnd 870-magazine' (#1654114)
[22:49:26	]C17:RCT.YELLO-83 ran 'drop' on item 'Large Bag' (#1653238)
[22:49:26	]C17:RCT.YELLO-83 has lost a 'Large Bag' #1653238.
[22:49:26	]C17:RCT.YELLO-83 has lost a 'Handheld Radio' #1653236.
[22:49:26	]C17:RCT.YELLO-83 has lost a 'Repair Plating' #1653347.
[22:49:26	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653355.
[22:49:26	]C17:RCT.YELLO-83 has lost a 'Repair Plating' #1653346.
[22:49:26	]C17:RCT.YELLO-83 has lost a 'Sub-machinegun Bullets' #1654138.
[22:49:26	]C17:RCT.YELLO-83 has lost a 'Sub-machinegun Bullets' #1653533.
[22:49:26	]C17:RCT.YELLO-83 has lost a 'Sub-machinegun Bullets' #1653505.
[22:49:26	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653356.
[22:49:26	]C17:RCT.YELLO-83 has lost a '#02606's Identity Card' #1653232.
[22:49:26	]C17:RCT.YELLO-83 has lost a 'Sub-machinegun Bullets' #1653269.
[22:49:26	]C17:RCT.YELLO-83 has lost a 'Sub-machinegun Bullets' #1653367.
[22:49:26	]C17:RCT.YELLO-83 has lost a 'Sub-machinegun Bullets' #1653544.
[22:49:26	]C17:RCT.YELLO-83 has lost a 'Sub-machinegun Bullets' #1653366.
[22:49:26	]C17:RCT.YELLO-83 has lost a 'Sub-machinegun Bullets' #1653609.
[22:49:26	]C17:RCT.YELLO-83 has lost a 'Sub-machinegun Bullets' #1654142.
[22:49:27	]McGee ran 'Equip' on item 'Frag Grenade' (#1654440)
[22:49:27	]C17:RCT.YELLO-83 ran 'drop' on item 'Small Bag' (#1653237)
[22:49:27	]C17:RCT.YELLO-83 has lost a 'Small Bag' #1653237.
[22:49:27	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653352.
[22:49:27	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653322.
[22:49:27	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653276.
[22:49:27	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653278.
[22:49:27	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653319.
[22:49:27	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653273.
[22:49:27	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653318.
[22:49:27	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653272.
[22:49:27	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653321.
[22:49:27	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653275.
[22:49:27	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653320.
[22:49:27	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653274.
[22:49:27	]C17:RCT.YELLO-15 ran 'EquipUn' on item 'UMP-45' (#1650941)
[22:49:27	]C17:RCT.YELLO-15 has gained a '25rnd Ump-magazine' #1650940.
[22:49:27	][IC] To'Ra: Got meds/.
[22:49:27	][IC] Pavel Artyomov: R.I.P.
[22:49:28	]S10/OWH.BLADE-65 ran 'Equip' on item 'Incendiary Grenade' (#1654127)
[22:49:28	][IC] gaklalalkalalaung: Use ur vort powers i will get up instantly.
[22:49:29	]Felix has gained a '8rnd 870-magazine' #1652713.
[22:49:29	]Felix has lost a '8rnd 870-magazine' #1652707.
[22:49:30	]S10/OWH.BLADE-65 used command '/ToggleRaise'.
[22:49:30	]McGee used command '/ToggleRaise'.
[22:49:30	]C24:i3.GRID-2 used command '/ToggleRaise'.
[22:49:30	]Xov'Ariss'Kahull ran 'drop' on item 'Disinfected Bandage Roll' (#1654367)
[22:49:30	]Xov'Ariss'Kahull has lost a 'Disinfected Bandage Roll' #1654367.
[22:49:30	]Pathfinder has taken 3 damage from Denis Volkov.
[22:49:31	]Pathfinder has taken 3 damage from Denis Volkov.
[22:49:31	]S10/OSL.GHOST-70 ran 'Repair' on item 'OTA Elite Uniform' (#1654438)
[22:49:31	]Pathfinder has taken 5 damage from Denis Volkov.
[22:49:31	]Xov'Ariss'Kahull ran 'drop' on item 'Bandage Roll' (#1654364)
[22:49:31	]Xov'Ariss'Kahull has lost a 'Bandage Roll' #1654364.
[22:49:31	]Pathfinder has taken 4 damage from Denis Volkov.
[22:49:31	]C17:RCT.YELLO-83 ran 'take' on item 'Large Bag' (#1653238)
[22:49:31	]C17:RCT.YELLO-83 has gained a 'Large Bag' #1653238.
[22:49:31	]C17:RCT.YELLO-83 has gained a 'Handheld Radio' #1653236.
[22:49:31	]C17:RCT.YELLO-83 has gained a 'Repair Plating' #1653347.
[22:49:31	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653355.
[22:49:31	]C17:RCT.YELLO-83 has gained a 'Repair Plating' #1653346.
[22:49:31	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1654138.
[22:49:31	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1653533.
[22:49:31	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1653505.
[22:49:31	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653356.
[22:49:31	]C17:RCT.YELLO-83 has gained a '#02606's Identity Card' #1653232.
[22:49:31	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1653269.
[22:49:31	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1653367.
[22:49:31	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1653544.
[22:49:31	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1653366.
[22:49:31	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1653609.
[22:49:31	]C17:RCT.YELLO-83 has gained a 'Sub-machinegun Bullets' #1654142.
[22:49:31	]Xov'Ariss'Kahull ran 'drop' on item 'Bandage Roll' (#1654361)
[22:49:31	]Xov'Ariss'Kahull has lost a 'Bandage Roll' #1654361.
[22:49:31	][IC] Kraas'Etan: IVE NEVER FELT SO ALIVE.
[22:49:32	]Xov'Ariss'Kahull ran 'drop' on item 'Disinfected Bandage Roll' (#1653868)
[22:49:32	]Xov'Ariss'Kahull has lost a 'Disinfected Bandage Roll' #1653868.
[22:49:32	]Saul Goodman ran 'drop' on item 'Disinfected Bandage Roll' (#1653894)
[22:49:32	]Saul Goodman has lost a 'Disinfected Bandage Roll' #1653894.
[22:49:32	]S10/OWH.BLADE-65 used command '/ToggleRaise'.
[22:49:33	][IC] C17:RCT.YELLO-55: <:: Suffer. ::>
[22:49:33	]C17:RCT.YELLO-83 ran 'Repair' on item 'CP Command Heavy Kevlar' (#1653242)
[22:49:34	]Xov'Ariss'Kahull ran 'use' on item 'Disinfected Bandage Roll' (#1654371)
[22:49:34	]Xov'Ariss'Kahull was disinfected by Xov'Ariss'Kahull for 42 seconds.
[22:49:34	]Xov'Ariss'Kahull was bandaged by Xov'Ariss'Kahull for 15 HP.
[22:49:34	]Joe Biden ran 'use' on item 'Disinfected Bandage Roll' (#1653907)
[22:49:34	]Joe Biden was disinfected by Joe Biden for 64 seconds.
[22:49:34	]Joe Biden was bandaged by Joe Biden for 15 HP.
[22:49:35	]Xov'Ariss'Kahull ran 'use' on item 'Disinfected Bandage Roll' (#1654371)
[22:49:35	]Xov'Ariss'Kahull was disinfected by Xov'Ariss'Kahull for 42 seconds.
[22:49:35	]Xov'Ariss'Kahull was bandaged by Xov'Ariss'Kahull for 15 HP.
[22:49:35	]Joe Biden ran 'use' on item 'Disinfected Bandage Roll' (#1653907)
[22:49:35	]Joe Biden was disinfected by Joe Biden for 64 seconds.
[22:49:35	]Joe Biden was bandaged by Joe Biden for 15 HP.
[22:49:35	]Xov'Ariss'Kahull ran 'use' on item 'Disinfected Bandage Roll' (#1654371)
[22:49:35	]Xov'Ariss'Kahull was disinfected by Xov'Ariss'Kahull for 42 seconds.
[22:49:35	]Xov'Ariss'Kahull was bandaged by Xov'Ariss'Kahull for 15 HP.
[22:49:36	]C17:RCT.YELLO-15 ran 'Repair' on item 'CP Uniform' (#1652969)
[22:49:36	]Xov'Ariss'Kahull ran 'use' on item 'Disinfected Bandage Roll' (#1654371)
[22:49:36	]Xov'Ariss'Kahull was disinfected by Xov'Ariss'Kahull for 42 seconds.
[22:49:36	]Xov'Ariss'Kahull was bandaged by Xov'Ariss'Kahull for 15 HP.
[22:49:36	]Denis Volkov used the 'John Doe' vendor.
[22:49:36	]C17:RCT.YELLO-83 ran 'take' on item 'Small Bag' (#1653237)
[22:49:36	]C17:RCT.YELLO-83 has gained a 'Small Bag' #1653237.
[22:49:36	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653352.
[22:49:36	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653322.
[22:49:36	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653276.
[22:49:36	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653278.
[22:49:36	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653319.
[22:49:36	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653273.
[22:49:36	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653318.
[22:49:36	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653272.
[22:49:36	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653321.
[22:49:36	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653275.
[22:49:36	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653320.
[22:49:36	]C17:RCT.YELLO-83 has gained a '25rnd Ump-magazine' #1653274.
[22:49:37	]BIG FAT APF has gained 0 chips.
[22:49:37	]BIG FAT APF has gained a '6rnd M1014 Rounds' #1654502.
[22:49:37	][IC] Kraas'Etan: I dont have enough energy for that rn.
[22:49:38	]To'Ra ran 'take' on item 'Bandage Roll' (#1654361)
[22:49:38	]To'Ra has gained a 'Bandage Roll' #1654361.
[22:49:38	]Denis Volkov has gained 0 chips.
[22:49:38	]Denis Volkov has gained a 'Frag Grenade' #1654503.
[22:49:39	]Denis Volkov has gained 0 chips.
[22:49:39	]Denis Volkov has gained a 'Frag Grenade' #1654504.
[22:49:39	]BIG FAT APF has gained 0 chips.
[22:49:39	]BIG FAT APF has gained a 'Buckshot Shotgun Shells' #1654505.
[22:49:39	]Denis Volkov has gained 0 chips.
[22:49:39	]Denis Volkov has gained a 'Frag Grenade' #1654506.
[22:49:39	][IC] gaklalalkalalaung: L.
[22:49:40	]Lyra James ran 'take' on item 'Disinfected Bandage Roll' (#1653894)
[22:49:40	]Denis Volkov has gained 0 chips.
[22:49:40	]C24:i3.GRID-2 used command '/ToggleRaise'.
[22:49:40	]Denis Volkov has gained a 'Frag Grenade' #1654507.
[22:49:40	]C17:RCT.YELLO-83 has lost a '25rnd Ump-magazine' #1653322.
[22:49:40	]Denis Volkov has gained 0 chips.
[22:49:40	]Denis Volkov has gained a 'Frag Grenade' #1654508.
[22:49:42	]C17:RCT.YELLO-83 ran 'EquipUn' on item 'Combine PDA' (#1653233)
[22:49:42	]Denis Volkov has gained 0 chips.
[22:49:42	]Denis Volkov has gained a 'Incendiary Grenade' #1654509.
[22:49:42	]BIG FAT APF ran 'combine' on item '6rnd M1014 Rounds' (#1654502)
[22:49:42	]Denis Volkov has gained 0 chips.
[22:49:42	]Denis Volkov has gained a 'Incendiary Grenade' #1654510.
[22:49:42	]C17:RCT.YELLO-55 used the 'John Doe' vendor.
[22:49:42	]To'Ra ran 'take' on item 'Disinfected Bandage Roll' (#1654367)
[22:49:42	]To'Ra has gained a 'Disinfected Bandage Roll' #1654367.
[22:49:43	]C17:RCT.YELLO-15 ran 'clearChamber' on item 'UMP-45' (#1650941)
[22:49:43	]C17:RCT.YELLO-15 has gained a 'Sub-machinegun Bullets' #1654511.
[22:49:43	]Denis Volkov has gained 0 chips.
[22:49:43	]Denis Volkov has gained a 'Incendiary Grenade' #1654512.
[22:49:44	]To'Ra ran 'take' on item 'Bandage Roll' (#1654364)
[22:49:44	]To'Ra has gained a 'Bandage Roll' #1654364.
[22:49:44	]S10/OWH.BLADE-65 used command '/Radio watch your back grid'.
[22:49:45	]Lyra James ran 'drop' on item '20rnd DMR-magazine' (#1654437)
[22:49:45	]Lyra James has lost a '20rnd DMR-magazine' #1654437.
[22:49:45	]C17:RCT.YELLO-83 used command '/Radio who still alive'.
[22:49:46	]C17:RCT.YELLO-55 has gained 0 chips.
[22:49:46	]C17:RCT.YELLO-55 has gained a 'Pulse Rifle Bullets' #1654513.
[22:49:46	]Denis Volkov has gained a '20rnd DMR-magazine' #1654318.
[22:49:46	]Denis Volkov has lost a '20rnd DMR-magazine' #1654319.
[22:49:46	]C17:RCT.YELLO-55 has gained 0 chips.
[22:49:46	]C17:RCT.YELLO-55 has gained a 'Pulse Rifle Bullets' #1654514.
[22:49:46	]C17:RCT.YELLO-55 has gained 0 chips.
[22:49:46	]C17:RCT.YELLO-55 has gained a 'Pulse Rifle Bullets' #1654515.
[22:49:47	]Lyra James ran 'take' on item 'Disinfected Bandage Roll' (#1653894)
[22:49:47	]Lyra James has gained a 'Disinfected Bandage Roll' #1653894.
[22:49:47	]C17:RCT.YELLO-55 has gained 0 chips.
[22:49:47	]C17:RCT.YELLO-55 has gained a 'Pulse Rifle Bullets' #1654516.
[22:49:47	]C17:RCT.YELLO-55 has gained 0 chips.
[22:49:47	]McGee ran 'use' on item 'Bandage Roll' (#1654497)
[22:49:47	]McGee was bandaged by McGee for 16 HP.
[22:49:47	]C17:RCT.YELLO-55 has gained a 'Pulse Rifle Bullets' #1654517.
[22:49:48	]S10/OSL.GHOST-70 used command '/ToggleGM'.
[22:49:48	]C24:i3.GRID-2 used command '/Radio 10-4'.
[22:49:48	]C17:RCT.YELLO-55 has gained 0 chips.
[22:49:48	]C17:RCT.YELLO-55 has gained a 'Pulse Rifle Bullets' #1654518.
[22:49:48	]McGee ran 'use' on item 'Bandage Roll' (#1654496)
[22:49:48	]McGee was bandaged by McGee for 16 HP.
[22:49:48	]Denis Volkov ran 'use' on item 'Disinfected Bandage Roll' (#1654471)
[22:49:48	]Denis Volkov was disinfected by Denis Volkov for 110 seconds.
[22:49:48	]Denis Volkov was bandaged by Denis Volkov for 17 HP.
[22:49:49	]S10/OSL.GHOST-70 has spawned a magazine_oais_12rnd.
[22:49:49	][IC] BIG FAT APF: <:: I need mag. ::>
[22:49:49	]McGee ran 'use' on item 'Bandage Roll' (#1654498)
[22:49:49	]McGee was bandaged by McGee for 16 HP.
[22:49:49	]Denis Volkov ran 'use' on item 'Disinfected Bandage Roll' (#1654470)
[22:49:49	]Denis Volkov was disinfected by Denis Volkov for 110 seconds.
[22:49:49	]Denis Volkov was bandaged by Denis Volkov for 17 HP.
[22:49:49	]S10/OSL.GHOST-70 has spawned a magazine_oais_12rnd.
[22:49:50	]Denis Volkov ran 'use' on item 'Disinfected Bandage Roll' (#1654499)
